,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YFTicker,EPS
1366,SETUINFRA,Setubandhan Infrastructure Limited,EQ,04-Oct-11,1,1,INE023M01027,1,SETUINFRA.NS,-3.479
1367,SEYAIND,Seya Industries Limited,EQ,11-Jul-19,10,1,INE573R01012,10,SEYAIND.NS,-32.732
1368,SFL,Sheela Foam Limited,EQ,09-Dec-16,5,1,INE916U01025,5,SFL.NS,43.627
1369,SGIL,Synergy Green Industries Limited,EQ,28-Jul-21,10,1,INE00QT01015,10,SGIL.NS,0
1370,SGL,STL Global Limited,EQ,10-Apr-06,10,1,INE353H01010,10,SGL.NS,8.472
1371,SHAHALLOYS,Shah Alloys Limited,BE,16-Jun-05,10,1,INE640C01011,10,SHAHALLOYS.NS,-21.765
1372,SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-Jan-15,10,1,INE908D01010,10,SHAKTIPUMP.NS,41.12
1373,SHALBY,Shalby Limited,EQ,15-Dec-17,10,1,INE597J01018,10,SHALBY.NS,3.92
1374,SHALPAINTS,Shalimar Paints Limited,EQ,03-Mar-08,2,1,INE849C01026,2,SHALPAINTS.NS,-8.043
1375,SHANKARA,Shankara Building Products Limited,EQ,05-Apr-17,10,1,INE274V01019,10,SHANKARA.NS,6.06
1376,SHANTI,Shanti Overseas (India) Limited,BE,16-Sep-21,10,1,INE933X01016,10,SHANTI.NS,
1377,SHANTIGEAR,Shanthi Gears Limited,EQ,17-Jan-96,1,1,INE631A01022,1,SHANTIGEAR.NS,2.63
1378,SHARDACROP,Sharda Cropchem Limited,EQ,23-Sep-14,10,1,INE221J01015,10,SHARDACROP.NS,25.4
1379,SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-Sep-15,2,1,INE597I01028,2,SHARDAMOTR.NS,14.312
1380,SHAREINDIA,Share India Securities Limited,EQ,21-Sep-20,10,1,INE932X01018,10,SHAREINDIA.NS,19.389
1381,SHEMAROO,Shemaroo Entertainment Limited,BE,01-Oct-14,10,1,INE363M01019,10,SHEMAROO.NS,-13.841
1382,SHIL,Somany Home Innovation Limited,BE,26-Dec-19,2,1,INE05AN01011,2,SHIL.NS,7.59
1383,SHILPAMED,Shilpa Medicare Limited,EQ,03-Dec-09,1,1,INE790G01031,1,SHILPAMED.NS,18.13
1384,SHIVAMAUTO,Shivam Autotech Limited,BE,21-Nov-06,2,1,INE637H01024,2,SHIVAMAUTO.NS,-2.25
1385,SHIVAMILLS,Shiva Mills Limited,EQ,26-Feb-18,10,1,INE644Y01017,10,SHIVAMILLS.NS,4.118
1386,SHIVATEX,Shiva Texyarn Limited,EQ,26-Dec-17,10,1,INE705C01020,10,SHIVATEX.NS,6.388
1387,SHK,S H Kelkar and Company Limited,EQ,16-Nov-15,10,1,INE500L01026,10,SHK.NS,10.48
1388,SHOPERSTOP,Shoppers Stop Limited,EQ,23-May-05,5,1,INE498B01024,5,SHOPERSTOP.NS,-28.38
1389,SHRADHA,Shradha Infraprojects Limited,EQ,22-Oct-20,10,1,INE715Y01015,10,SHRADHA.NS,1.596
1390,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-20,10,1,INE232A01011,10,SHREDIGCEM.NS,3.66
1391,SHREECEM,SHREE CEMENT LIMITED,EQ,26-Apr-95,10,1,INE070A01015,10,SHREECEM.NS,633.54
1392,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-Sep-15,10,1,INE712K01011,10,SHREEPUSHK.NS,9.25
1393,SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-Mar-00,5,1,INE879A01019,5,SHREERAMA.NS,1.944
1394,SHRENIK,Shrenik Limited,EQ,02-Aug-19,1,1,INE632X01030,1,SHRENIK.NS,-0.02
1395,SHREYANIND,Shreyans Industries Limited,EQ,06-Nov-96,10,1,INE231C01019,10,SHREYANIND.NS,1.661
1396,SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-Mar-95,10,1,INE757B01015,10,SHREYAS.NS,-28.873
1397,SHRIPISTON,Shriram Pistons & Rings Limited,BE,02-Jun-16,10,1,INE526E01018,10,SHRIPISTON.NS,39.67
1398,SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-Apr-05,10,1,INE722A01011,10,SHRIRAMCIT.NS,160.76
1399,SHRIRAMEPC,Shriram EPC Limited,EQ,20-Feb-08,10,1,INE964H01014,10,SHRIRAMEPC.NS,-2.203
1400,SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-Jul-15,1,1,INE979R01011,1,SHYAMCENT.NS,
1401,SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-Jun-21,10,1,INE810G01011,10,SHYAMMETL.NS,0
1402,SHYAMTEL,Shyam Telecom Limited,EQ,06-Nov-06,10,1,INE635A01023,10,SHYAMTEL.NS,-1.41
1403,SICAL,Sical Logistics Limited,BE,28-Apr-99,10,1,INE075B01012,10,SICAL.NS,-10.921
1404,SIEMENS,Siemens Limited,EQ,06-Sep-95,2,1,INE003A01024,2,SIEMENS.NS,26.872
1405,SIGIND,Signet Industries Limited,EQ,29-Aug-18,10,1,INE529F01035,10,SIGIND.NS,2.648
1406,SIKKO,Sikko Industries Limited,EQ,22-Oct-21,10,1,INE112X01017,10,SIKKO.NS,2.415
1407,SIL,Standard Industries Limited,BE,27-Jan-04,5,1,INE173A01025,5,SIL.NS,-3.239
1408,SILGO,Silgo Retail Limited,EQ,03-Mar-21,10,1,INE01II01013,10,SILGO.NS,2.32
1409,SILINV,SIL Investments Limited,EQ,22-May-96,10,1,INE923A01015,10,SILINV.NS,35.28
1410,SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-Jul-20,10,1,INE203Y01012,10,SILLYMONKS.NS,-2.121
1411,SIMBHALS,Simbhaoli Sugars Limited,EQ,14-Mar-16,10,1,INE748T01016,10,SIMBHALS.NS,-3.049
1412,SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-Mar-04,2,1,INE059B01024,2,SIMPLEXINF.NS,-116.635
1413,SINTERCOM,Sintercom India Limited,EQ,07-Oct-20,10,1,INE129Z01016,10,SINTERCOM.NS,-1.94
1414,SINTEX,Sintex Industries Limited,EQ,05-Nov-98,1,1,INE429C01035,1,SINTEX.NS,-24.519
1415,SIRCA,Sirca Paints India Limited,EQ,22-Jul-19,10,1,INE792Z01011,10,SIRCA.NS,6.05
1416,SIS,SIS LIMITED,EQ,10-Aug-17,5,1,INE285J01028,5,SIS.NS,24.73
1417,SITINET,Siti Networks Limited,BE,10-Jan-07,1,1,INE965H01011,1,SITINET.NS,-2.371
1418,SIYSIL,Siyaram Silk Mills Limited,EQ,29-Jan-07,2,1,INE076B01028,2,SIYSIL.NS,0.76
1419,SJVN,SJVN Limited,EQ,20-May-10,10,1,INE002L01015,10,SJVN.NS,3.614
1420,SKFINDIA,SKF India Limited,EQ,27-Jan-99,10,1,INE640A01023,10,SKFINDIA.NS,60.2
1421,SKIL,SKIL Infrastructure Limited,EQ,09-Oct-96,10,1,INE429F01012,10,SKIL.NS,-82.962
1422,SKIPPER,Skipper Limited,EQ,27-May-15,1,1,INE439E01022,1,SKIPPER.NS,2.09
1423,SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-Mar-97,10,1,INE411D01015,10,SKMEGGPROD.NS,6.19
1424,SMARTLINK,Smartlink Holdings Limited,EQ,11-Apr-01,2,1,INE178C01020,2,SMARTLINK.NS,2.06
1425,SMCGLOBAL,SMC Global Securities Limited,EQ,24-Feb-21,2,1,INE103C01036,2,SMCGLOBAL.NS,8.85
1426,SMLISUZU,SML Isuzu Limited,EQ,29-Aug-03,10,1,INE294B01019,10,SMLISUZU.NS,-79.747
1427,SMSLIFE,SMS Lifesciences India Limited,EQ,17-Aug-17,10,1,INE320X01016,10,SMSLIFE.NS,44.84
1428,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-Feb-07,1,1,INE812G01025,1,SMSPHARMA.NS,7.39
1429,SNOWMAN,Snowman Logistics Limited,EQ,12-Sep-14,10,1,INE734N01019,10,SNOWMAN.NS,0.004
1430,SOBHA,Sobha Limited,EQ,20-Dec-06,10,1,INE671H01015,10,SOBHA.NS,6.57
1431,SOLARA,Solara Active Pharma Sciences Limited,EQ,27-Jun-18,10,1,INE624Z01016,10,SOLARA.NS,57.034
1432,SOLARINDS,Solar Industries India Limited,EQ,03-Apr-06,2,1,INE343H01029,2,SOLARINDS.NS,30.54
1433,SOMANYCERA,Somany Ceramics Limited,EQ,22-Nov-95,2,1,INE355A01028,2,SOMANYCERA.NS,13.62
1434,SOMATEX,Soma Textiles & Industries Limited,EQ,14-Aug-96,10,1,INE314C01013,10,SOMATEX.NS,-4.833
1435,SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-Jul-16,10,1,INE323J01019,10,SOMICONVEY.NS,2.531
1436,SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-Jun-21,10,1,INE073K01018,10,SONACOMS.NS,0
1437,SONATSOFTW,Sonata Software Limited,EQ,28-Jul-99,1,1,INE269A01021,1,SONATSOFTW.NS,23.48
1438,SORILINFRA,SORIL Infra Resources Limited,EQ,06-Dec-05,10,1,INE034H01016,10,SORILINFRA.NS,6.14
1439,SOTL,Savita Oil Technologies Limited,EQ,28-Jun-95,10,1,INE035D01012,10,SOTL.NS,106.63
1440,SOUTHBANK,The South Indian Bank Limited,EQ,08-Dec-98,1,1,INE683A01023,1,SOUTHBANK.NS,0.34
1441,SOUTHWEST,South West Pinnacle Exploration Limited,BE,18-Apr-19,10,1,INE980Y01015,10,SOUTHWEST.NS,3.66
1442,SPAL,S. P. Apparels Limited,EQ,12-Aug-16,10,1,INE212I01016,10,SPAL.NS,16.8
1443,SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-Aug-19,10,1,INE572J01011,10,SPANDANA.NS,22.47
1444,SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-07,1,1,INE232I01014,1,SPARC.NS,-5.77
1445,SPECIALITY,Speciality Restaurants Limited,EQ,30-May-12,10,1,INE247M01014,10,SPECIALITY.NS,-15.912
1446,SPENCERS,Spencer's Retail Limited,EQ,25-Jan-19,5,1,INE020801028,5,SPENCERS.NS,-18.97
1447,SPENTEX,Spentex Industries Limited,BZ,20-Dec-06,10,1,INE376C01020,10,SPENTEX.NS,-5.332
1448,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-96,10,1,INE147A01011,10,SPIC.NS,3.275
1449,SPICEJET,SPICEJET LTD,EQ,10-May-95,10,1,INE285B01017,10,SPICEJET.NS,-26.453
1450,SPLIL,SPL Industries Limited,EQ,26-Jul-05,10,1,INE978G01016,10,SPLIL.NS,4.67
1451,SPMLINFRA,SPML Infra Limited,EQ,14-Feb-96,2,1,INE937A01023,2,SPMLINFRA.NS,-18.575
1452,SPTL,Sintex Plastics Technology Limited,EQ,08-Aug-17,1,1,INE501W01021,1,SPTL.NS,-22.314
1453,SREEL,Sreeleathers Limited,EQ,01-Jan-14,10,1,INE099F01013,10,SREEL.NS,4.925
1454,SREINFRA,SREI Infrastructure Finance Limited,EQ,20-Dec-95,10,1,INE872A01014,10,SREINFRA.NS,-76.639
1455,SRF,SRF Limited,EQ,18-Aug-03,10,1,INE647A01010,10,SRF.NS,205.54
1456,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-May-07,10,1,INE917H01012,10,SRHHYPOLTD.NS,33.987
1457,SRIPIPES,Srikalahasthi Pipes Limited,EQ,28-Aug-07,10,1,INE943C01027,10,SRIPIPES.NS,22.2
1458,SRPL,Shree Ram Proteins Limited,EQ,23-Sep-20,10,1,INE008Z01012,10,SRPL.NS,0.39
1459,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-Dec-96,10,1,INE721A01013,10,SRTRANSFIN.NS,101.44
1460,SSWL,Steel Strips Wheels Limited,BE,06-Jun-05,10,1,INE802C01017,10,SSWL.NS,31.52
1461,STAR,Strides Pharma Science Limited,EQ,02-Feb-00,10,1,INE939A01011,10,STAR.NS,2.054
1462,STARCEMENT,Star Cement Limited,EQ,16-Jun-17,1,1,INE460H01021,1,STARCEMENT.NS,4.54
1463,STARPAPER,Star Paper Mills Limited,EQ,13-Sep-95,10,1,INE733A01018,10,STARPAPER.NS,11.204
1464,STCINDIA,The State Trading Corporation of India Limited,EQ,01-Apr-03,10,1,INE655A01013,10,STCINDIA.NS,-4.828
1465,STEELCITY,Steel City Securities Limited,EQ,27-Jun-19,10,1,INE395H01011,10,STEELCITY.NS,7
1466,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-17,10,1,INE503B01013,10,STEELXIND.NS,18.27
1467,STEL,Stel Holdings Limited,EQ,09-Feb-11,10,1,INE577L01016,10,STEL.NS,5.823
1468,STERTOOLS,Sterling Tools Limited,EQ,02-Feb-06,2,1,INE334A01023,2,STERTOOLS.NS,6.53
1469,STLTECH,Sterlite Technologies Limited,EQ,08-Dec-00,2,1,INE089C01029,2,STLTECH.NS,6.85
1470,STOVEKRAFT,Stove Kraft Limited,EQ,05-Feb-21,10,1,INE00IN01015,10,STOVEKRAFT.NS,26.33
1471,STYLAMIND,Stylam Industries Limited,EQ,02-Aug-21,5,1,INE239C01020,5,STYLAMIND.NS,0
1472,SUBCAPCITY,International Constructions Limited,BE,10-Jul-96,10,1,INE845C01016,10,SUBCAPCITY.NS,-17.151
1473,SUBEXLTD,Subex Limited,EQ,05-Nov-20,5,1,INE754A01055,5,SUBEXLTD.NS,0.94
1474,SUBROS,Subros Limited,EQ,13-Jul-05,2,1,INE287B01021,2,SUBROS.NS,5.787
1475,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-May-95,2,1,INE659A01023,2,SUDARSCHEM.NS,20.4
1476,SUMEETINDS,Sumeet Industries Limited,EQ,10-Dec-10,10,1,INE235C01010,10,SUMEETINDS.NS,-12.038
1477,SUMICHEM,Sumitomo Chemical India Limited,EQ,27-Jan-20,10,1,INE258G01013,10,SUMICHEM.NS,6.92
1478,SUMIT,Sumit Woods Limited,EQ,30-Jul-19,10,1,INE748Z01013,10,SUMIT.NS,-6.832
1479,SUMMITSEC,Summit Securities Limited,EQ,28-Jan-11,10,1,INE519C01017,10,SUMMITSEC.NS,16.79
1480,SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-Oct-12,5,1,INE105A01035,5,SUNCLAYLTD.NS,159.98
1481,SUNDARAM,Sundaram Multi Pap Limited,EQ,02-Jun-10,1,1,INE108E01023,1,SUNDARAM.NS,-0.229
1482,SUNDARMFIN,Sundaram Finance Limited,EQ,07-Jan-98,10,1,INE660A01013,10,SUNDARMFIN.NS,98.116
1483,SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-Mar-18,5,1,INE202Z01029,5,SUNDARMHLD.NS,4.89
1484,SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-Jul-96,10,1,INE073D01013,10,SUNDRMBRAK.NS,15.25
1485,SUNDRMFAST,Sundram Fasteners Limited,EQ,07-Jun-00,1,1,INE387A01021,1,SUNDRMFAST.NS,12.989
1486,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-Sep-05,10,1,INE947A01014,10,SUNFLAG.NS,5.795
1487,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-Feb-95,1,1,INE044A01036,1,SUNPHARMA.NS,12.1
1488,SUNTECK,Sunteck Realty Limited,EQ,13-Nov-09,1,1,INE805D01034,1,SUNTECK.NS,3.679
1489,SUNTV,Sun TV Network Limited,EQ,24-Apr-06,5,1,INE424H01027,5,SUNTV.NS,38.7
1490,SUPERHOUSE,Superhouse Limited,EQ,26-Sep-14,10,1,INE712B01010,10,SUPERHOUSE.NS,23.14
1491,SUPERSPIN,Super Spinning Mills Limited,EQ,08-Jul-04,1,1,INE662A01027,1,SUPERSPIN.NS,-2.32
1492,SUPPETRO,Supreme Petrochem Limited,EQ,13-Oct-99,10,1,INE663A01017,10,SUPPETRO.NS,50.63
1493,SUPRAJIT,Suprajit Engineering Limited,EQ,18-Feb-05,1,1,INE399C01030,1,SUPRAJIT.NS,6.303
1494,SUPREMEENG,Supreme Engineering Limited,EQ,04-Dec-20,10,1,INE319Z01013,10,SUPREMEENG.NS,0.727
1495,SUPREMEIND,Supreme Industries Limited,EQ,19-Jul-95,2,1,INE195A01028,2,SUPREMEIND.NS,77.003
1496,SUPREMEINF,Supreme Infrastructure India Limited,BE,18-Oct-07,10,1,INE550H01011,10,SUPREMEINF.NS,-337.256
1497,SURANASOL,Surana Solar Limited,BE,07-Jan-11,5,1,INE272L01022,5,SURANASOL.NS,0.04
1498,SURANAT&P,Surana Telecom and Power Limited,EQ,22-May-02,1,1,INE130B01031,1,SURANAT&P.NS,
1499,SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-Jun-05,10,1,INE713B01026,10,SURYALAXMI.NS,-1.692
1500,SURYAROSNI,Surya Roshni Limited,EQ,10-May-95,10,1,INE335A01012,10,SURYAROSNI.NS,23.82
1501,SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-Mar-21,10,1,INE428Q01011,10,SURYODAY.NS,1.31
1502,SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-Dec-06,1,1,INE645H01027,1,SUTLEJTEX.NS,-2.765
1503,SUULD,Suumaya Industries Limited,EQ,19-Oct-20,10,1,INE591Q01016,10,SUULD.NS,57.889
1504,SUVEN,Suven Life Sciences Limited,EQ,23-Oct-03,1,1,INE495B01038,1,SUVEN.NS,-5.67
1505,SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-Mar-20,1,1,INE03QK01018,1,SUVENPHAR.NS,14.23
1506,SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-Mar-21,1,1,INE018401013,1,SUVIDHAA.NS,0.003
1507,SUZLON,Suzlon Energy Limited,EQ,19-Oct-05,2,1,INE040H01021,2,SUZLON.NS,-0.975
1508,SVPGLOB,SVP Global Ventures Limited,EQ,14-Jul-21,1,1,INE308E01029,1,SVPGLOB.NS,0
1509,SWANENERGY,Swan Energy Limited,EQ,29-May-12,1,1,INE665A01038,1,SWANENERGY.NS,-0.769
1510,SWARAJENG,Swaraj Engines Limited,EQ,06-Dec-95,10,1,INE277A01016,10,SWARAJENG.NS,76.2
1511,SWELECTES,Swelect Energy Systems Limited,EQ,09-May-06,10,1,INE409B01013,10,SWELECTES.NS,17.18
1512,SWSOLAR,Sterling And Wilson Solar Limited,EQ,20-Aug-19,1,1,INE00M201021,1,SWSOLAR.NS,12.071
1513,SYMPHONY,Symphony Limited,EQ,15-Jun-11,2,1,INE225D01027,2,SYMPHONY.NS,15.35
1514,SYNGENE,Syngene International Limited,EQ,11-Aug-15,10,1,INE398R01022,10,SYNGENE.NS,10.11
1515,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-Jul-95,10,1,INE123C01018,10,TAINWALCHM.NS,-0.35
1516,TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-00,2,1,INE586B01026,2,TAJGVK.NS,-4.699
1517,TAKE,Take Solutions Limited,EQ,27-Aug-07,1,1,INE142I01023,1,TAKE.NS,-37.037
1518,TALBROAUTO,Talbros Automotive Components Limited,EQ,29-Sep-06,10,1,INE187D01011,10,TALBROAUTO.NS,31.7
1519,TANLA,Tanla Platforms Limited,EQ,05-Jan-07,1,1,INE483C01032,1,TANLA.NS,25.27
1520,TANTIACONS,Tantia Constructions Limited,BZ,19-Feb-08,10,1,INE388G01018,10,TANTIACONS.NS,107.28
1521,TARAPUR,Tarapur Transformers Limited,EQ,18-May-10,10,1,INE747K01017,10,TARAPUR.NS,-11.873
1522,TARC,TARC Limited,EQ,18-Dec-20,2,1,INE0EK901012,2,TARC.NS,0
1523,TARMAT,Tarmat Limited,EQ,09-Jul-07,10,1,INE924H01018,10,TARMAT.NS,6.28
1524,TASTYBITE,Tasty Bite Eatables Limited,EQ,23-Mar-17,10,1,INE488B01017,10,TASTYBITE.NS,153.32
1525,TATACHEM,Tata Chemicals Limited,EQ,01-Apr-99,10,1,INE092A01019,10,TATACHEM.NS,10.063
1526,TATACOFFEE,Tata Coffee Limited,EQ,16-Feb-00,1,1,INE493A01027,1,TATACOFFEE.NS,7.155
1527,TATACOMM,Tata Communications Limited,EQ,12-Apr-95,10,1,INE151A01013,10,TATACOMM.NS,43.882
1528,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-98,1,1,INE192A01025,1,TATACONSUM.NS,9.296
1529,TATAELXSI,Tata Elxsi Limited,EQ,17-Sep-03,10,1,INE670A01012,10,TATAELXSI.NS,59.11
1530,TATAINVEST,Tata Investment Corporation Limited,EQ,24-Jun-98,10,1,INE672A01018,10,TATAINVEST.NS,30.433
1531,TATAMETALI,Tata Metaliks Limited,EQ,27-May-03,10,1,INE056C01010,10,TATAMETALI.NS,69.61
1532,TATAMOTORS,Tata Motors Limited,EQ,22-Jul-98,2,1,INE155A01022,2,TATAMOTORS.NS,-41.11
1533,TATAMTRDVR,Tata Motors Limited,EQ,05-Nov-08,2,1,IN9155A01020,2,TATAMTRDVR.NS,-41.11
1534,TATAPOWER,Tata Power Company Limited,EQ,03-Apr-96,1,1,INE245A01021,1,TATAPOWER.NS,3.169
1535,TATASTEEL,Tata Steel Limited,EQ,18-Nov-98,10,1,INE081A01012,10,TATASTEEL.NS,-6.492
1536,TATASTLBSL,Tata Steel Bsl Limited,BE,21-Nov-03,2,1,INE824B01021,2,TATASTLBSL.NS,6.57
1537,TATASTLLP,Tata Steel Long Products Limited,EQ,24-Feb-03,10,1,INE674A01014,10,TATASTLLP.NS,126.83
1538,TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-Jul-21,10,1,INE0GK401011,10,TATVA.NS,
1539,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-May-12,10,1,INE760L01018,10,TBZ.NS,6.48
1540,TCI,Transport Corporation of India Limited,EQ,21-Jan-02,2,1,INE688A01022,2,TCI.NS,19.07
1541,TCIDEVELOP,TCI Developers Limited,EQ,19-Apr-11,10,1,INE662L01016,10,TCIDEVELOP.NS,5.35
1542,TCIEXP,TCI Express Limited,EQ,15-Dec-16,2,1,INE586V01016,2,TCIEXP.NS,26.15
1543,TCIFINANCE,TCI Finance Limited,EQ,21-May-97,10,1,INE911B01018,10,TCIFINANCE.NS,-40.644
1544,TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-Jul-18,2,1,INE778U01029,2,TCNSBRANDS.NS,-13.333
1545,TCPLPACK,TCPL Packaging Limited,EQ,17-Oct-17,10,1,INE822C01015,10,TCPLPACK.NS,36.36
1546,TCS,Tata Consultancy Services Limited,EQ,25-Aug-04,1,1,INE467B01029,1,TCS.NS,86.709
1547,TDPOWERSYS,TD Power Systems Limited,EQ,08-Sep-11,10,1,INE419M01019,10,TDPOWERSYS.NS,14.61
1548,TEAMLEASE,Teamlease Services Limited,EQ,12-Feb-16,10,1,INE985S01024,10,TEAMLEASE.NS,45.33
1549,TECHIN,Techindia Nirman Limited,BE,08-Sep-11,10,1,INE778A01021,10,TECHIN.NS,-13.114
1550,TECHM,Tech Mahindra Limited,EQ,28-Aug-06,5,1,INE669C01036,5,TECHM.NS,50.19
1551,TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-Dec-18,2,1,INE285K01026,2,TECHNOE.NS,13.635
1552,TEJASNET,Tejas Networks Limited,EQ,27-Jun-17,10,1,INE010J01012,10,TEJASNET.NS,3.99
1553,TEMBO,Tembo Global Industries Limited,BE,23-Apr-21,10,1,INE869Y01010,10,TEMBO.NS,2.85
1554,TERASOFT,Tera Software Limited,EQ,29-Dec-16,10,1,INE482B01010,10,TERASOFT.NS,0.67
1555,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-Sep-04,1,1,INE435C01024,1,TEXINFRA.NS,0.87
1556,TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-Mar-10,10,1,INE141K01013,10,TEXMOPIPES.NS,2.483
1557,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-Mar-11,1,1,INE621L01012,1,TEXRAIL.NS,-4.805
1558,TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-Jul-00,10,1,INE305A01015,10,TFCILTD.NS,9.258
1559,TFL,Transwarranty Finance Limited,BE,26-Feb-07,10,1,INE804H01012,10,TFL.NS,-2.487
1560,TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-May-07,10,1,INE797H01018,10,TGBHOTELS.NS,-2.116
1561,THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-Feb-10,10,1,INE085J01014,10,THANGAMAYL.NS,59.338
1562,THEINVEST,The Investment Trust Of India Limited,EQ,02-Aug-17,10,1,INE924D01017,10,THEINVEST.NS,0.904
1563,THEMISMED,Themis Medicare Limited,BE,02-Apr-07,10,1,INE083B01016,10,THEMISMED.NS,38.84
1564,THERMAX,Thermax Limited,EQ,30-Aug-95,2,1,INE152A01029,2,THERMAX.NS,12.277
1565,THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-Jun-00,1,1,INE332A01027,1,THOMASCOOK.NS,-6.83
1566,THOMASCOTT,Thomas Scott (India) Limited,BE,30-Jan-12,10,1,INE480M01011,10,THOMASCOTT.NS,-2.928
1567,THYROCARE,Thyrocare Technologies Limited,EQ,09-May-16,10,1,INE594H01019,10,THYROCARE.NS,21.37
1568,TI,Tilaknagar Industries Limited,EQ,16-Jul-10,10,1,INE133E01013,10,TI.NS,-3.07
1569,TIDEWATER,Tide Water Oil Company (India) Limited,EQ,16-Jan-07,2,1,INE484C01030,2,TIDEWATER.NS,415.8
1570,TIIL,Technocraft Industries (India) Limited,EQ,12-Feb-07,10,1,INE545H01011,10,TIIL.NS,45.704
1571,TIINDIA,Tube Investments of India Limited,EQ,02-Nov-17,1,1,INE974X01010,1,TIINDIA.NS,15.1
1572,TIJARIA,Tijaria Polypipes Limited,EQ,14-Oct-11,10,1,INE440L01017,10,TIJARIA.NS,-4.04
1573,TIL,TIL Limited,EQ,27-Sep-95,10,1,INE806C01018,10,TIL.NS,-68.27
1574,TIMESGTY,Times Guaranty Limited,EQ,11-Jun-02,10,1,INE289C01025,10,TIMESGTY.NS,7.29
1575,TIMETECHNO,Time Technoplast Limited,EQ,13-Jun-07,1,1,INE508G01029,1,TIMETECHNO.NS,3.938
1576,TIMKEN,Timken India Limited,EQ,06-Feb-07,10,1,INE325A01013,10,TIMKEN.NS,19.03
1577,TINPLATE,The Tinplate Company of India Limited,EQ,27-Jan-06,10,1,INE422C01014,10,TINPLATE.NS,9.38
1578,TIPSINDLTD,TIPS Industries Limited,BE,10-Nov-00,10,1,INE716B01011,10,TIPSINDLTD.NS,32.72
1579,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-May-03,1,1,INE338A01024,1,TIRUMALCHM.NS,11.49
1580,TIRUPATIFL,Tirupati Forge Limited,BE,04-Aug-20,2,1,INE319Y01024,2,TIRUPATIFL.NS,0.36
1581,TITAN,Titan Company Limited,EQ,24-Sep-04,1,1,INE280A01028,1,TITAN.NS,10.96
1582,TMRVL,The Mandhana Retail Ventures Limited,EQ,14-Dec-16,10,1,INE759V01019,10,TMRVL.NS,-12.254
1583,TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-Oct-99,10,1,INE148A01019,10,TNPETRO.NS,7.734
1584,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-96,10,1,INE107A01015,10,TNPL.NS,-8.572
1585,TNTELE,Tamilnadu Telecommunication Limited,BE,04-Feb-03,10,1,INE141D01018,10,TNTELE.NS,-2.702
